PacketCounter,SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Mag_X,Mag_Y,Mag_Z,Status
526,240022732,0.999341662301302,-0.032423,0.013804,-0.008629,0.219000,0.115681,0.009325,-0.991699,0.132812,-0.320557,0
527,240039399,0.999243524151284,-0.036029,0.012335,-0.007881,0.258443,0.041184,0.000690,-0.983398,0.148438,-0.320557,0
528,240056066,0.999331697007236,-0.032842,0.014823,-0.006154,0.263641,-0.009951,0.013534,-0.973633,0.165771,-0.320068,0
529,240072733,0.999535631824822,-0.024515,0.017315,-0.005265,0.247401,-0.026546,0.031620,-0.961914,0.182373,-0.329590,0
530,240089400,0.999688167662055,-0.015614,0.018438,-0.006312,0.216658,0.008497,0.024391,-0.950439,0.188721,-0.339600,0
531,240106067,0.999756014177235,-0.011039,0.016527,-0.009640,0.189439,0.053067,0.012788,-0.940186,0.185059,-0.356445,0
532,240122734,0.999708342425495,-0.013017,0.015742,-0.012883,0.186540,0.058385,0.005627,-0.932373,0.177490,-0.368408,0
533,240139401,0.999691980300473,-0.014093,0.015093,-0.013768,0.186080,0.046641,-0.006665,-0.926758,0.166504,-0.375732,0
534,240156068,0.999683290266577,-0.015044,0.015050,-0.013434,0.176577,0.039635,-0.013697,-0.919434,0.158447,-0.384277,0
535,240172735,0.999699333251905,-0.015016,0.014368,-0.013012,0.179021,0.018540,-0.014690,-0.913086,0.154297,-0.394287,0
536,240189402,0.999701462056409,-0.015404,0.013958,-0.012841,0.173889,0.012361,-0.020057,-0.908691,0.146240,-0.403076,0
537,240206069,0.999694011536620,-0.016492,0.012945,-0.013128,0.154109,0.025533,-0.025592,-0.903320,0.145264,-0.412109,0
538,240222736,0.999689353834251,-0.017566,0.011490,-0.013439,0.140772,0.018881,-0.024366,-0.895508,0.137207,-0.416504,0
539,240239403,0.999694501812768,-0.017564,0.010675,-0.013728,0.129024,0.005266,-0.009251,-0.891602,0.134277,-0.418945,0
540,240256070,0.999719041820376,-0.016678,0.009649,-0.013805,0.117247,-0.017035,0.000613,-0.887695,0.131104,-0.423584,0
541,240272737,0.999802133530935,-0.012635,0.007063,-0.013644,0.109374,-0.042393,0.000702,-0.887207,0.120361,-0.426514,0
542,240289404,0.999862875289260,-0.007675,0.004508,-0.013964,0.098228,-0.053096,0.000133,-0.888672,0.108887,-0.425049,0
543,240306071,0.999895586404712,-0.003705,0.001897,-0.013838,0.099450,-0.045811,-0.000598,-0.892822,0.089111,-0.427490,0
544,240322738,0.999921451325227,-0.000771,-0.000196,-0.012508,0.103005,-0.031078,0.001510,-0.898682,0.069824,-0.425781,0
545,240339405,0.999939649989206,0.000749,-0.002420,-0.010690,0.098686,-0.009496,0.012250,-0.905029,0.050537,-0.422852,0
546,240356072,0.999947952490206,0.000093,-0.004402,-0.009204,0.099518,0.012148,0.017765,-0.910156,0.033936,-0.415771,0
547,240372739,0.999948704974168,-0.001454,-0.005772,-0.008195,0.101623,0.021088,0.019946,-0.917969,0.020264,-0.406738,0
548,240389406,0.999943102636697,-0.002388,-0.007320,-0.007383,0.102477,0.024997,0.023135,-0.924805,0.010498,-0.396973,0
549,240406073,0.999936149833609,-0.002950,-0.008669,-0.006622,0.105534,0.031178,0.020697,-0.935791,0.004150,-0.385986,0
550,240422740,0.999931609857436,-0.002464,-0.009832,-0.005835,0.114038,0.037330,0.018154,-0.946533,-0.006836,-0.368896,0
551,240439407,0.999937608189910,-0.000792,-0.010181,-0.004528,0.131065,0.039664,0.022590,-0.954834,-0.014160,-0.352539,0
552,240456074,0.999950331614850,-0.000563,-0.009471,-0.003053,0.141196,0.058707,0.039248,-0.960449,-0.021973,-0.339600,0
553,240472741,0.999942416570493,-0.004118,-0.009747,-0.001788,0.145313,0.077711,0.024675,-0.971680,-0.022705,-0.324219,0
554,240489408,0.999932291277337,-0.007960,-0.008421,-0.001073,0.154331,0.076504,0.040987,-0.975098,-0.023438,-0.308838,0
555,240506075,0.999881345608196,-0.012971,-0.008303,-0.000348,0.165186,0.070408,0.037976,-0.979492,-0.016846,-0.292969,0
556,240522742,0.999827762072783,-0.016787,-0.007905,0.000389,0.168612,0.053446,0.044857,-0.987793,-0.004395,-0.279053,0
557,240539409,0.999781244344090,-0.019707,-0.006927,0.001047,0.172591,0.033459,0.052895,-0.985840,0.010742,-0.266602,0
558,240556076,0.999782012932442,-0.019691,-0.006715,0.001757,0.165944,0.012594,0.062882,-0.991211,0.024170,-0.245117,0
559,240572743,0.999787320287707,-0.019201,-0.006855,0.003102,0.161307,-0.000959,0.066029,-0.995117,0.037842,-0.234863,0
560,240589410,0.999801771873890,-0.017965,-0.007419,0.004315,0.159079,-0.003676,0.069181,-0.996094,0.057373,-0.214844,0
561,240606077,0.999810792694591,-0.017250,-0.007168,0.005425,0.147126,-0.000231,0.081701,-0.995117,0.072266,-0.197998,0
562,240622744,0.999757639123353,-0.019842,-0.007205,0.006250,0.169622,-0.005291,0.104860,-0.997070,0.094727,-0.177246,0
563,240639411,0.999879482079761,-0.014121,-0.004947,0.004141,0.233903,0.058092,0.177140,-0.996582,0.114746,-0.163330,0
564,240656078,0.999967408150260,-0.007281,0.003281,0.001183,0.306467,0.122757,0.354570,-0.991211,0.118652,-0.157471,0
565,240672745,0.999932172080320,-0.011239,-0.001126,0.002841,0.233941,0.103064,0.294466,-0.989746,0.123535,-0.156006,0
566,240689412,0.999683908418300,-0.023284,-0.007831,0.005349,0.164695,0.061359,0.079750,-0.991455,0.134277,-0.131104,0
567,240706079,0.999259893749166,-0.037022,-0.007356,0.007413,0.124392,0.035966,-0.065547,-0.992920,0.157959,-0.097168,0
568,240722746,0.999319875910245,-0.035276,-0.005867,0.008998,0.068477,0.009929,-0.120023,-0.986572,0.183594,-0.062500,0
569,240739413,0.999586540010223,-0.027303,-0.007736,0.004630,0.103878,-0.125107,-0.046129,-0.982910,0.205078,-0.032715,0
570,240756080,0.999920739938214,-0.010335,-0.006646,0.002744,0.205825,-0.236495,-0.085810,-0.980469,0.208252,-0.008301,0
571,240772747,0.999915956937559,0.009623,-0.007988,0.003417,0.209131,-0.118756,-0.053053,-0.982910,0.212402,-0.000244,0
572,240789414,0.999850292286936,0.013697,-0.009614,0.004399,0.209761,0.010849,-0.025887,-0.981445,0.217041,0.009521,0
573,240806081,0.999913741439361,0.008016,-0.009345,0.004574,0.173145,0.064027,-0.001742,-0.978271,0.220459,0.016602,0
574,240822748,0.999946378796037,-0.002394,-0.009416,0.003585,0.163976,0.056637,0.000685,-0.979736,0.224609,0.030518,0
575,240839415,0.999901689897908,-0.010534,-0.008903,0.002528,0.169103,0.013543,0.000840,-0.977295,0.229736,0.052734,0
576,240856082,0.999874065448546,-0.013084,-0.008758,0.001989,0.167201,-0.012257,-0.005624,-0.973633,0.231934,0.075195,0
577,240872749,0.999881766498873,-0.012364,-0.009071,0.001141,0.158581,-0.035393,-0.000931,-0.972656,0.236084,0.101562,0
578,240889416,0.999906760863167,-0.010203,-0.009048,0.000709,0.157322,-0.052191,0.016341,-0.974854,0.237793,0.122559,0
579,240906083,0.999927485082622,-0.008126,-0.008880,0.000387,0.158765,-0.040840,0.027718,-0.974365,0.236084,0.141846,0
580,240922750,0.999935005034906,-0.007616,-0.008480,0.000263,0.162342,-0.033727,0.043634,-0.973633,0.236816,0.159668,0
581,240939417,0.999945461692774,-0.006670,-0.008026,0.000404,0.168236,-0.034493,0.054956,-0.971680,0.235107,0.177246,0
582,240956084,0.999947810192443,-0.006294,-0.008039,0.000366,0.166171,-0.023888,0.048237,-0.969482,0.234619,0.195557,0
583,240972751,0.999943184626394,-0.006871,-0.008147,0.000218,0.159588,-0.021127,0.034195,-0.969482,0.235352,0.216553,0
584,240989418,0.999941449863146,-0.007700,-0.007599,0.000262,0.163639,-0.030104,0.025236,-0.965332,0.230713,0.232422,0
585,241006085,0.999944055224528,-0.008145,-0.006749,0.000065,0.169702,-0.035068,0.021010,-0.961426,0.229736,0.247803,0
586,241022752,0.999950597641295,-0.007516,-0.006505,-0.000004,0.164302,-0.036824,0.013601,-0.957275,0.226562,0.266846,0
587,241039419,0.999955244031791,-0.006448,-0.006923,0.000068,0.161421,-0.034512,0.003405,-0.956787,0.225830,0.283691,0
588,241056086,0.999956427646540,-0.006132,-0.007039,0.000042,0.161324,-0.029006,-0.008357,-0.953125,0.219482,0.296631,0
589,241072753,0.999956297994861,-0.005584,-0.007498,-0.000096,0.157742,-0.033822,-0.017022,-0.949219,0.215088,0.317139,0
590,241089420,0.999964606466767,-0.003996,-0.007389,-0.000465,0.159404,-0.041522,-0.017303,-0.946045,0.212402,0.330078,0
591,241106087,0.999971254411926,-0.002030,-0.007276,-0.000653,0.162490,-0.037204,-0.016640,-0.942139,0.210938,0.346436,0
592,241122754,0.999971902565365,-0.001183,-0.007369,-0.000697,0.161001,-0.034534,-0.016717,-0.938477,0.204590,0.357422,0
593,241139421,0.999972054441208,-0.000442,-0.007420,-0.000798,0.159534,-0.044849,-0.017097,-0.934082,0.203369,0.370850,0
594,241156088,0.999973006035079,0.000676,-0.007284,-0.000689,0.159286,-0.041661,-0.015496,-0.932129,0.203613,0.384277,0
595,241172755,0.999973845688514,0.000912,-0.007149,-0.000609,0.153917,-0.034721,-0.017566,-0.924561,0.199219,0.393799,0
596,241189422,0.999970451828716,0.001552,-0.007491,-0.000757,0.149191,-0.024984,-0.020672,-0.918213,0.193848,0.405273,0
597,241206089,0.999970135881008,0.001660,-0.007489,-0.000940,0.152052,-0.009016,-0.021016,-0.916016,0.195801,0.416504,0
598,241222756,0.999971807809066,0.000802,-0.007361,-0.001247,0.154353,0.003548,-0.021174,-0.910645,0.192139,0.429443,0
599,241239423,0.999967308453499,-0.000976,-0.007874,-0.001557,0.157802,0.005645,-0.034061,-0.905518,0.188721,0.440918,0
600,241256090,0.999959457551293,-0.001683,-0.008656,-0.001824,0.156222,-0.004046,-0.042775,-0.897217,0.183350,0.454834,0
601,241272757,0.999947549277672,-0.001115,-0.009889,-0.002422,0.154445,-0.020645,-0.052044,-0.891602,0.177490,0.469971,0
602,241289424,0.999938635914687,-0.000148,-0.010710,-0.002829,0.164285,-0.024203,-0.043459,-0.882568,0.170410,0.487305,0
603,241306091,0.999941436796593,0.002050,-0.010257,-0.002778,0.176124,-0.019063,-0.019421,-0.878174,0.167969,0.501221,0
604,241322758,0.999949854943369,0.002343,-0.009433,-0.002411,0.173947,0.002147,0.004819,-0.868652,0.161133,0.517090,0
605,241339425,0.999964410139010,-0.001283,-0.008051,-0.002172,0.172453,0.004882,0.010962,-0.861816,0.158203,0.526611,0
606,241356092,0.999959734634905,-0.004334,-0.007560,-0.002144,0.183475,0.002285,-0.002165,-0.852295,0.152344,0.541016,0
607,241372759,0.999959515063825,-0.005296,-0.006964,-0.002105,0.181273,-0.025115,-0.006275,-0.845215,0.140137,0.555176,0
608,241389426,0.999967591442008,-0.003724,-0.006801,-0.002166,0.175393,-0.056743,0.002396,-0.841309,0.130859,0.568115,0
609,241406093,0.999981065475289,-0.000445,-0.005820,-0.001948,0.179548,-0.055706,0.020671,-0.832764,0.123535,0.581055,0
610,241422760,0.999989335216435,0.001529,-0.003688,-0.002321,0.192793,-0.042409,0.047279,-0.827393,0.118652,0.585938,0
611,241439427,0.999995355098325,0.000694,-0.000910,-0.002825,0.211311,-0.029554,0.071582,-0.823975,0.113770,0.588867,0
612,241456094,0.999992509534675,-0.002430,0.001858,-0.002372,0.224177,-0.003273,0.093692,-0.821289,0.103516,0.591064,0
613,241472761,0.999976172281544,-0.005435,0.003428,-0.002521,0.209017,0.026602,0.084441,-0.820312,0.092041,0.586914,0
614,241489428,0.999927924757260,-0.010033,0.005474,-0.003676,0.237699,0.037159,0.064325,-0.822754,0.074707,0.591553,0
615,241506095,0.999874227826593,-0.011911,0.009239,-0.004929,0.239833,0.030951,0.062674,-0.831299,0.050049,0.588135,0
616,241522762,0.999824298082736,-0.012987,0.012424,-0.005325,0.266353,-0.036995,0.044200,-0.837646,0.027588,0.577148,0
617,241539429,0.999815811613303,-0.004572,0.018612,-0.001008,0.298040,-0.163984,-0.003380,-0.850586,0.011230,0.562256,0
618,241556096,0.999618700795221,0.006188,0.026772,0.002722,0.285193,-0.203787,-0.059622,-0.867920,0.010986,0.528564,0
619,241572763,0.999382012469784,0.015481,0.031428,0.002868,0.268371,-0.147281,-0.110761,-0.891602,0.020020,0.486084,0
620,241589430,0.999308730383388,0.020606,0.030824,0.002708,0.245589,-0.084199,-0.136130,-0.911133,0.032959,0.437256,0
621,241606097,0.999292710799980,0.022964,0.029715,0.001929,0.219711,-0.034857,-0.125378,-0.929199,0.047363,0.390625,0
622,241622764,0.999251055807849,0.023499,0.030695,0.001725,0.238753,-0.022231,-0.070916,-0.945312,0.061523,0.334717,0
623,241639431,0.999452236489273,0.019344,0.026756,0.002262,0.235085,-0.010972,-0.085130,-0.956543,0.072021,0.287598,0
624,241656098,0.999556683966681,0.014755,0.025762,0.002240,0.189427,-0.033442,-0.103344,-0.967041,0.077881,0.242188,0
625,241672765,0.999583837322964,0.013083,0.025378,0.004120,0.172580,-0.064078,-0.079802,-0.970703,0.088379,0.194824,0
626,241689432,0.999655328843211,0.012420,0.022460,0.005524,0.162004,-0.060199,-0.085523,-0.974609,0.096924,0.155029,0
627,241706099,0.999640116087079,0.015888,0.020566,0.006651,0.171032,-0.075595,-0.100372,-0.973389,0.109863,0.118652,0
628,241722766,0.999623554293931,0.018564,0.018894,0.007151,0.161631,-0.054553,-0.102201,-0.968262,0.122559,0.075439,0
629,241739433,0.999628836964501,0.020259,0.016832,0.006960,0.134407,-0.050679,-0.097149,-0.960205,0.130615,0.038086,0
630,241756100,0.999652255844255,0.021389,0.014273,0.005844,0.120860,-0.024334,-0.093571,-0.958984,0.139648,0.002686,0
631,241772767,0.999687539890130,0.021562,0.011719,0.004752,0.106971,-0.009047,-0.090163,-0.951172,0.141113,-0.032471,0
632,241789434,0.999714880877303,0.021890,0.008636,0.004052,0.098491,0.008167,-0.084332,-0.947998,0.143799,-0.058838,0
633,241806101,0.999789762989629,0.019486,0.005401,0.003396,0.090646,0.026064,-0.074567,-0.941650,0.141113,-0.077393,0
634,241822768,0.999824262607546,0.018430,0.001994,0.002791,0.084743,0.038877,-0.063203,-0.941406,0.138428,-0.095215,0
635,241839435,0.999878891991512,0.015372,-0.001120,0.002157,0.091001,0.056362,-0.040959,-0.938965,0.137451,-0.100098,0
636,241856102,0.999935406685721,0.010920,-0.002462,0.001970,0.107070,0.058425,-0.024144,-0.940430,0.135498,-0.105225,0
637,241872769,0.999961639488462,0.007878,-0.003217,0.002076,0.116936,0.059252,-0.016103,-0.941895,0.136963,-0.102539,0
638,241889436,0.999981826026936,0.004821,-0.003113,0.001849,0.127362,0.063723,0.000869,-0.942383,0.137939,-0.102539,0
639,241906103,0.999992161672211,0.002814,-0.001311,0.002458,0.140408,0.053470,0.024907,-0.940430,0.141846,-0.101074,0
640,241922770,0.999983814726799,0.004381,0.001016,0.003485,0.148188,0.020442,0.054968,-0.938965,0.142822,-0.104736,0
641,241939437,0.999961046753529,0.007561,0.002405,0.003867,0.154261,0.004052,0.081139,-0.932129,0.146240,-0.110107,0
642,241956104,0.999961576024224,0.006929,0.002228,0.004886,0.158851,0.013758,0.091327,-0.932129,0.151367,-0.122559,0
643,241972771,0.999978076085384,0.001371,0.002338,0.006042,0.164644,-0.000790,0.102594,-0.931152,0.156006,-0.125000,0
644,241989438,0.999964106229487,-0.001818,0.002973,0.007723,0.159496,-0.029655,0.121810,-0.921143,0.167725,-0.131592,0
645,242006105,0.999939014981651,-0.000498,0.003380,0.010502,0.142241,-0.084025,0.140965,-0.913818,0.182861,-0.133057,0
646,242022772,0.999937351798345,0.001103,0.001523,0.011034,0.139307,-0.109531,0.154676,-0.904541,0.201172,-0.139160,0
647,242039439,0.999969874128769,0.000992,-0.002802,0.007170,0.158820,-0.064326,0.137920,-0.899170,0.213867,-0.138184,0
648,242056106,0.999981045205067,0.004674,-0.001566,0.003689,0.167310,-0.029971,0.130470,-0.895264,0.219482,-0.135254,0
649,242072773,0.999972552136329,0.006797,-0.001092,0.002738,0.137445,-0.023932,0.100775,-0.894287,0.219971,-0.141113,0
650,242089440,0.999973979163872,0.004736,0.004894,0.002380,0.160459,-0.019199,0.121897,-0.889160,0.224121,-0.150635,0
651,242106107,0.999894668769576,-0.002509,-0.014213,0.001536,-0.050739,-0.088087,-0.067870,-0.885010,0.226807,-0.141113,0
652,242122774,0.999634006066555,0.004845,-0.026571,-0.001532,0.244246,0.005288,-0.233531,-0.902100,0.226318,-0.101318,0
653,242139441,0.999639154496587,0.026559,0.003920,-0.000903,0.348697,0.051538,0.078014,-0.905029,0.214355,-0.111328,0
654,242156108,0.999188840525712,0.040255,0.000505,-0.000988,0.259214,0.095296,0.324786,-0.904053,0.196533,-0.145508,0
655,242172775,0.999597819460058,0.015234,-0.023875,-0.001459,0.242852,0.333490,0.061496,-0.908936,0.180908,-0.130127,0
656,242189442,0.999505739615553,-0.028368,-0.013238,0.002885,0.179888,0.173395,-0.081795,-0.915039,0.190186,-0.094238,0
657,242206109,0.999375688300840,-0.034850,-0.005412,0.002095,0.086046,-0.065167,-0.111760,-0.917969,0.210938,-0.057129,0
658,242222776,0.999614467035883,-0.025765,-0.010106,0.002228,0.105460,-0.216039,-0.117121,-0.917236,0.224854,-0.020752,0
659,242239443,0.999909100152281,-0.006388,-0.011793,0.001382,0.181951,-0.181831,-0.108213,-0.916748,0.232910,0.001709,0
660,242256110,0.999898950389594,0.005920,-0.012905,-0.000700,0.202062,-0.141416,-0.065558,-0.920898,0.229736,0.019043,0
661,242272777,0.999774603260073,0.016426,-0.013448,0.000276,0.176584,-0.053406,-0.027247,-0.919434,0.228760,0.029541,0
662,242289444,0.999717991076116,0.019890,-0.012971,0.000234,0.157788,0.025276,-0.002774,-0.922363,0.225342,0.032959,0
663,242306111,0.999800381190139,0.015776,-0.012245,-0.000610,0.166481,0.059486,0.003194,-0.923828,0.219482,0.039062,0
664,242322778,0.999914745483883,0.004636,-0.012196,-0.000526,0.171224,0.069477,-0.003022,-0.923096,0.219238,0.053955,0
665,242339445,0.999917050957239,-0.004492,-0.012071,0.000057,0.163228,0.019351,-0.003218,-0.925537,0.219238,0.072266,0
666,242356112,0.999902158417435,-0.006377,-0.012448,0.000216,0.158559,-0.008173,0.002195,-0.929443,0.224121,0.098145,0
667,242372779,0.999903761086499,-0.006770,-0.012109,-0.000088,0.158950,-0.012431,0.005316,-0.924805,0.221436,0.119629,0
668,242389446,0.999907734328753,-0.006402,-0.011971,-0.000474,0.160802,-0.015676,0.008865,-0.926514,0.224121,0.145508,0
669,242406113,0.999913531045169,-0.005177,-0.012063,-0.000779,0.163786,-0.012645,0.011465,-0.923584,0.220459,0.165771,0
670,242422780,0.999911819517604,-0.004988,-0.012257,-0.001113,0.163313,-0.004818,0.010255,-0.922852,0.219727,0.189697,0
671,242439447,0.999909156978079,-0.006050,-0.011988,-0.001174,0.158811,-0.007893,0.008471,-0.921875,0.216797,0.210205,0
672,242456114,0.999906517690321,-0.006034,-0.012223,-0.001076,0.160834,-0.016347,0.003544,-0.917236,0.213623,0.230957,0
673,242472781,0.999908118116391,-0.004808,-0.012634,-0.001006,0.161485,-0.024805,-0.005283,-0.914551,0.212402,0.256348,0
674,242489448,0.999907820520101,-0.003087,-0.013191,-0.000904,0.158377,-0.032447,-0.018384,-0.909180,0.209229,0.275879,0
675,242506115,0.999900735840249,-0.000839,-0.014041,-0.000816,0.155154,-0.030886,-0.031920,-0.906006,0.207520,0.300049,0
676,242522782,0.999891404603620,0.000287,-0.014697,-0.001051,0.153365,-0.024968,-0.038346,-0.898926,0.204102,0.321045,0
677,242539449,0.999885258775928,0.001299,-0.015030,-0.001374,0.150123,-0.018971,-0.038333,-0.896484,0.205811,0.340088,0
678,242556116,0.999879312181828,0.000772,-0.015467,-0.001236,0.166453,-0.021334,-0.018791,-0.887451,0.204590,0.360840,0
679,242572783,0.999884698900118,-0.000364,-0.015157,-0.000848,0.168007,-0.018174,-0.004012,-0.882080,0.202148,0.381348,0
680,242589450,0.999900150151994,-0.001332,-0.014047,-0.000766,0.171203,-0.003908,0.014007,-0.873047,0.199463,0.403564,0
681,242606117,0.999916876001181,-0.003626,-0.012318,-0.001168,0.175787,-0.005103,0.025838,-0.866455,0.201172,0.422607,0
682,242622784,0.999926316933591,-0.005419,-0.010751,-0.001554,0.187607,-0.019013,0.016100,-0.856934,0.192383,0.440430,0
683,242639451,0.999941219444477,-0.005120,-0.009435,-0.001525,0.198389,-0.029340,0.008315,-0.850098,0.187744,0.457031,0
684,242656118,0.999943977743287,-0.004671,-0.009364,-0.001595,0.187108,-0.046772,0.005295,-0.844971,0.183350,0.469971,0
685,242672785,0.999956457857529,-0.004282,-0.007989,-0.002220,0.196697,-0.046013,0.004225,-0.837158,0.177002,0.484863,0
686,242689452,0.999976356658232,-0.004359,-0.004890,-0.002092,0.221609,-0.038901,0.011458,-0.836426,0.168701,0.494873,0
687,242706119,0.999985667398076,-0.005168,0.000064,-0.001399,0.244620,-0.044706,0.031828,-0.829102,0.161377,0.495850,0
688,242722786,0.999962489791294,-0.006153,0.005988,-0.001145,0.251004,-0.041705,0.050072,-0.829102,0.158691,0.493896,0
689,242739453,0.999968895623530,-0.004002,0.006452,-0.002138,0.219789,-0.023360,0.032160,-0.830078,0.152832,0.486328,0
690,242756120,0.999965146254238,-0.001822,0.006901,-0.004332,0.242781,0.025032,0.042429,-0.836426,0.145264,0.478027,0
691,242772787,0.999930251419804,-0.003497,0.010110,-0.005005,0.229372,0.046395,0.059124,-0.841309,0.135254,0.466553,0
692,242789454,0.999894369600287,-0.006813,0.012392,-0.003356,0.234139,0.018666,0.052248,-0.843018,0.128662,0.453125,0
693,242806121,0.999846715840969,-0.008067,0.015532,0.000458,0.243006,-0.065496,0.000179,-0.849854,0.121582,0.439209,0
694,242822788,0.999769328922647,-0.006494,0.020064,0.004067,0.252700,-0.079720,-0.079881,-0.853271,0.122314,0.416260,0
695,242839455,0.999703190652099,-0.003382,0.023553,0.005232,0.241842,-0.035810,-0.125792,-0.858398,0.127197,0.388916,0
696,242856122,0.999658953392754,0.003417,0.025410,0.004965,0.226163,-0.017493,-0.121258,-0.863525,0.134033,0.355469,0
697,242872789,0.999618729108926,0.008011,0.026007,0.004675,0.205936,0.020390,-0.099748,-0.871582,0.142822,0.322754,0
698,242889456,0.999610382496960,0.006611,0.026510,0.005711,0.216068,0.007167,-0.069498,-0.873047,0.153076,0.278809,0
699,242906123,0.999655445078941,0.004916,0.024851,0.006873,0.218584,-0.014081,-0.075460,-0.875732,0.164307,0.249512,0
700,242922790,0.999696057513394,0.005346,0.022984,0.007139,0.203756,0.003510,-0.088269,-0.872070,0.178223,0.213135,0
701,242939457,0.999690129052086,0.006806,0.022913,0.006951,0.169926,0.010229,-0.085183,-0.872803,0.188232,0.181396,0
702,242956124,0.999699505247593,0.008958,0.021619,0.007301,0.158521,0.020075,-0.075498,-0.871094,0.199219,0.149414,0
703,242972791,0.999729265899256,0.009438,0.020147,0.006813,0.147948,0.027129,-0.076047,-0.864990,0.211670,0.115234,0
704,242989458,0.999761732090241,0.009299,0.018821,0.005982,0.140598,0.023190,-0.074931,-0.862061,0.219238,0.085693,0
705,243006125,0.999798277484594,0.008534,0.017482,0.004998,0.126710,0.015824,-0.077431,-0.858887,0.228271,0.057861,0
706,243022792,0.999847049202066,0.007770,0.015130,0.004071,0.121682,0.007603,-0.078932,-0.852783,0.234375,0.032471,0
707,243039459,0.999880696540464,0.008109,0.012640,0.003612,0.110445,0.006056,-0.078144,-0.850342,0.238770,0.011475,0
708,243056126,0.999918541203744,0.006891,0.010329,0.002955,0.094139,0.016022,-0.075270,-0.844238,0.242432,-0.005859,0
709,243072793,0.999948480490446,0.005850,0.007888,0.002568,0.085311,0.013995,-0.073694,-0.842285,0.244141,-0.023193,0
710,243089460,0.999967951727380,0.005759,0.005045,0.002341,0.086246,0.018253,-0.078257,-0.838867,0.244629,-0.031250,0
711,243106127,0.999986387702358,0.004122,0.002706,0.001706,0.093445,0.028398,-0.074988,-0.838379,0.247559,-0.036133,0
712,243122794,0.999997096938687,0.001647,0.001481,0.000948,0.097946,0.029282,-0.057449,-0.835938,0.245850,-0.043701,0
713,243139461,0.999999311025577,0.000865,0.000785,0.000112,0.085963,0.031017,-0.040334,-0.837646,0.250488,-0.041748,0
714,243156128,0.999998025237501,0.001708,0.000657,-0.000774,0.097488,0.025247,-0.003080,-0.836914,0.245850,-0.042725,0
715,243172795,0.999988082161581,0.003411,0.003384,-0.000865,0.127738,-0.019250,0.039227,-0.836914,0.240479,-0.048096,0
716,243189462,0.999970930723632,0.005704,0.004907,0.001233,0.158994,-0.049024,0.064957,-0.833740,0.244385,-0.056641,0
717,243206129,0.999902544416270,0.012892,0.003191,0.004302,0.181699,-0.051746,0.108056,-0.832764,0.241699,-0.070557,0
718,243222796,0.999864438648659,0.015683,0.001897,0.004643,0.187086,0.001146,0.171588,-0.828369,0.241455,-0.081543,0
719,243239463,0.999965116185307,0.008053,0.001415,0.001707,0.195455,0.052605,0.242896,-0.825928,0.241943,-0.091309,0
720,243256130,0.999988483389462,-0.004243,0.002120,-0.000732,0.177002,0.063933,0.258236,-0.824463,0.240967,-0.090820,0
721,243272797,0.999965153747967,-0.007715,0.002843,-0.001447,0.171813,0.001771,0.177970,-0.824951,0.239502,-0.085938,0
722,243289464,0.999792645710186,-0.009810,0.017692,-0.002331,0.294823,0.001496,0.240768,-0.825928,0.241943,-0.092285,0
723,243306131,0.999830823756111,-0.009461,-0.014532,-0.006134,0.033073,0.025609,-0.060753,-0.828369,0.239502,-0.084961,0
724,243322798,0.999939572676152,-0.008701,-0.004818,-0.004683,0.418669,0.084330,-0.013427,-0.837646,0.235840,-0.056152,0
725,243339465,0.999983489382100,0.001628,-0.003805,0.003987,0.146502,-0.030875,-0.002378,-0.838623,0.239746,-0.054688,0
726,243356132,0.999869028825681,-0.009983,-0.012169,0.003764,0.102508,0.076127,-0.121204,-0.839844,0.251465,-0.032227,0
727,243372799,0.999814103740315,-0.017381,-0.008207,0.001524,0.116123,-0.001461,-0.163554,-0.837891,0.256104,-0.010742,0
728,243389466,0.999821666401374,-0.015203,-0.011202,-0.000126,0.190703,-0.129238,-0.134860,-0.841064,0.262451,0.020020,0
729,243406133,0.999909735621974,-0.004736,-0.012553,0.000711,0.210320,-0.090507,-0.083642,-0.847900,0.261719,0.041016,0
730,243422800,0.999895561463386,0.002248,-0.014192,0.001545,0.173490,-0.077358,-0.034549,-0.845947,0.262939,0.059814,0
731,243439467,0.999862113233624,0.007564,-0.014717,0.001400,0.152786,-0.050545,-0.024476,-0.844727,0.267090,0.077637,0
732,243456134,0.999844308040042,0.010986,-0.013805,0.000279,0.167512,-0.028539,-0.007403,-0.849609,0.270752,0.091064,0
733,243472801,0.999846874396750,0.011215,-0.013433,0.000098,0.166665,-0.003049,0.006104,-0.849121,0.268311,0.098145,0
734,243489468,0.999887678902173,0.006991,-0.013241,0.000657,0.164347,0.006652,0.008571,-0.850098,0.268555,0.111572,0
735,243506135,0.999910247800801,0.001376,-0.013277,0.001150,0.163258,0.014373,0.006376,-0.849365,0.267578,0.127441,0
736,243522802,0.999905523229709,-0.002355,-0.013459,0.001504,0.166146,0.008931,0.007142,-0.849365,0.268799,0.147949,0
737,243539469,0.999896217774192,-0.003674,-0.013840,0.001583,0.157697,0.001070,0.009314,-0.845703,0.273438,0.170166,0
738,243556136,0.999878835203720,-0.004275,-0.014918,0.001228,0.156786,-0.008801,0.008486,-0.844727,0.275879,0.195557,0
