PacketCounter,SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3],Mag_X,Mag_Y,Mag_Z,Status
1192,251122954,0.998309459771659,0.051778,0.023163,0.012677,0.425873,0.032513,-0.100715,-0.827393,-0.494629,0.363037,0
1193,251139621,0.998535916181422,0.043232,0.031318,0.008729,0.394315,0.113732,-0.048053,-0.849854,-0.461426,0.348389,0
1194,251156288,0.998798963104387,0.031681,0.036866,0.006153,0.385070,0.082185,-0.002245,-0.873047,-0.437012,0.319092,0
1195,251172955,0.998823838437791,0.025473,0.040491,0.007910,0.432736,0.017775,-0.013294,-0.894531,-0.423096,0.274170,0
1196,251189622,0.998644340417440,0.026380,0.043984,0.008885,0.447519,0.033343,-0.035592,-0.913574,-0.402344,0.220459,0
1197,251206289,0.998436105061781,0.025915,0.049019,0.007136,0.437922,0.056070,-0.025187,-0.929199,-0.389893,0.157227,0
1198,251222956,0.998254348759163,0.025864,0.052915,0.004397,0.366194,0.036861,-0.026904,-0.933105,-0.383301,0.082031,0
1199,251239623,0.998242750935075,0.024208,0.054087,0.000082,0.350025,0.052048,-0.013986,-0.933594,-0.387695,0.008545,0
1200,251256290,0.998249590044711,0.023273,0.054348,-0.001566,0.374268,0.009792,-0.012015,-0.918213,-0.401367,-0.065674,0
1201,251272957,0.998224446319819,0.023295,0.054678,-0.003956,0.354568,-0.013578,-0.021753,-0.896484,-0.417236,-0.143799,0
1202,251289624,0.998182104728876,0.023256,0.055229,-0.006431,0.313595,-0.039915,-0.046078,-0.862549,-0.440674,-0.211426,0
1203,251306291,0.998254128686270,0.022097,0.054411,-0.006313,0.233354,-0.045016,-0.065644,-0.820068,-0.471436,-0.280273,0
1204,251322958,0.998368798473955,0.020903,0.052857,-0.005376,0.179349,-0.055541,-0.084423,-0.770508,-0.499023,-0.338867,0
1205,251339625,0.998530807066862,0.020255,0.050004,-0.005050,0.099634,-0.048073,-0.094943,-0.714355,-0.523926,-0.382568,0
1206,251356292,0.998755820972817,0.020612,0.044890,-0.006845,0.055691,-0.025503,-0.122343,-0.662354,-0.555664,-0.414307,0
1207,251372959,0.998910685134558,0.020214,0.041013,-0.009317,0.007940,-0.011738,-0.134032,-0.604980,-0.583252,-0.438721,0
1208,251389626,0.999146435418461,0.017866,0.035510,-0.011236,-0.039077,0.010189,-0.144416,-0.550781,-0.608887,-0.451172,0
1209,251406293,0.999427088399308,0.014262,0.029083,-0.009811,-0.089343,0.005087,-0.148973,-0.498291,-0.626953,-0.458984,0
1210,251422960,0.999724054479271,0.009681,0.020083,-0.007400,-0.095314,-0.003816,-0.147354,-0.465332,-0.640137,-0.463867,0
1211,251439627,0.999880660333704,0.006860,0.012810,-0.005245,-0.115210,-0.023855,-0.133041,-0.441162,-0.643066,-0.465820,0
1212,251456294,0.999980081922540,0.003605,0.004491,-0.002582,-0.125852,-0.022322,-0.131668,-0.428467,-0.650146,-0.468262,0
1213,251472961,0.999996077482488,-0.000295,-0.002785,0.000052,-0.130300,0.000000,-0.117663,-0.429932,-0.654541,-0.468750,0
1214,251489628,0.999939561913885,-0.003767,-0.010197,0.001644,-0.115471,0.017058,-0.104337,-0.439209,-0.650635,-0.465332,0
1215,251506295,0.999831351515300,-0.006450,-0.016925,0.003033,-0.090954,0.018266,-0.090576,-0.460449,-0.649414,-0.460938,0
1216,251522962,0.999679084932250,-0.009731,-0.023073,0.003831,-0.068780,0.023642,-0.090400,-0.492188,-0.641357,-0.455811,0
1217,251539629,0.999487042838451,-0.013278,-0.028834,0.004240,-0.051104,0.026049,-0.096129,-0.527588,-0.629150,-0.447021,0
1218,251556296,0.999256355810883,-0.016932,-0.034377,0.004278,-0.023687,0.020489,-0.091103,-0.567871,-0.612061,-0.437012,0
1219,251572963,0.999025795197353,-0.020316,-0.039010,0.003595,0.018411,0.010856,-0.079353,-0.619385,-0.587402,-0.420410,0
1220,251589630,0.998818294144015,-0.021233,-0.043651,0.002396,0.068882,0.002016,-0.078779,-0.668945,-0.563721,-0.396484,0
1221,251606297,0.998655487639818,-0.020659,-0.047510,0.001779,0.101855,-0.012803,-0.073239,-0.715576,-0.539062,-0.359863,0
1222,251622964,0.998475256526728,-0.019292,-0.051701,0.001414,0.155989,-0.018482,-0.074249,-0.763916,-0.515137,-0.313965,0
1223,251639631,0.998401987599853,-0.017710,-0.053621,0.002159,0.223401,-0.039415,-0.047209,-0.807373,-0.496826,-0.253906,0
1224,251656298,0.998429800074611,-0.014508,-0.053914,0.004549,0.279649,-0.073781,0.000987,-0.849365,-0.474609,-0.187744,0
1225,251672965,0.998167296674394,-0.013830,-0.058532,0.006688,0.336213,-0.099524,-0.001044,-0.882324,-0.460449,-0.108887,0
1226,251689632,0.998398633718133,-0.012030,-0.054744,0.007648,0.412112,-0.086187,0.013094,-0.909424,-0.438721,-0.030273,0
1227,251706299,0.998771996982620,-0.006778,-0.048582,0.006950,0.447526,-0.062458,0.044416,-0.922363,-0.422363,0.048828,0
1228,251722966,0.999060004921061,0.003736,-0.042829,0.005549,0.415233,-0.049698,0.101797,-0.924561,-0.414551,0.119873,0
1229,251739633,0.999274082217942,0.004927,-0.037616,0.003473,0.449057,-0.025753,0.093319,-0.919678,-0.406006,0.182617,0
1230,251756300,0.999666461596822,0.008421,-0.024158,0.003529,0.437475,0.065264,0.162114,-0.915527,-0.400146,0.231934,0
1231,251772967,0.999713878235051,0.006235,-0.022582,0.004831,0.352761,0.155410,0.217963,-0.906494,-0.390869,0.266113,0
1232,251789634,0.999662301041699,-0.002233,-0.025577,0.004011,0.285874,0.234691,0.228160,-0.901855,-0.382568,0.310791,0
1233,251806301,0.999449249409895,-0.023026,-0.023887,0.000656,0.268396,0.207228,0.200052,-0.889404,-0.387695,0.339844,0
1234,251822968,0.999184369360025,-0.034078,-0.021564,-0.002065,0.267571,0.119849,0.163987,-0.878906,-0.398926,0.357178,0
1235,251839635,0.998914528215561,-0.042689,-0.018543,-0.001899,0.284955,0.015457,0.155729,-0.863281,-0.420654,0.364258,0
1236,251856302,0.999126654925848,-0.037991,-0.017353,0.001226,0.265038,-0.053826,0.155658,-0.850342,-0.437500,0.364746,0
1237,251872969,0.999374147302251,-0.032665,-0.013463,0.001742,0.241933,-0.042994,0.157775,-0.847900,-0.445312,0.369385,0
1238,251889636,0.999285324009648,-0.036622,-0.009339,0.000647,0.201185,-0.107773,0.148787,-0.846191,-0.461914,0.357910,0
1239,251906303,0.999480939100622,-0.030687,-0.009738,-0.001151,0.190004,-0.168634,0.111788,-0.838379,-0.473877,0.353027,0
1240,251922970,0.999706687922850,-0.022828,-0.007171,-0.003741,0.171203,-0.147826,0.090133,-0.830078,-0.489746,0.348877,0
1241,251939637,0.999874840849223,-0.013324,-0.007090,-0.004743,0.168261,-0.143708,0.065579,-0.827393,-0.501221,0.347900,0
1242,251956304,0.999975108944588,0.000538,-0.006193,-0.003337,0.186408,-0.140748,0.064767,-0.821045,-0.502930,0.354492,0
1243,251972971,0.999914501451647,0.011867,-0.005398,-0.001016,0.205330,-0.110044,0.075424,-0.817139,-0.504395,0.370361,0
1244,251989638,0.999837642864357,0.017515,-0.003961,0.001487,0.220533,-0.081558,0.099767,-0.815918,-0.494873,0.389404,0
1245,252006305,0.999737579639082,0.022674,0.000760,0.003174,0.229625,-0.002477,0.080854,-0.817871,-0.477295,0.404297,0
1246,252022972,0.999832465238465,0.017924,0.001747,0.003272,0.210971,0.058484,0.070719,-0.821533,-0.461914,0.414551,0
1247,252039639,0.999929489449870,0.008745,0.006845,0.004206,0.236908,0.052731,0.091264,-0.825928,-0.447510,0.413574,0
1248,252056306,0.999923629670229,0.000448,0.010874,0.005856,0.288593,0.029726,0.122985,-0.838867,-0.437744,0.400635,0
1249,252072973,0.999889216967975,0.000544,0.013686,0.005826,0.345667,0.004731,0.137971,-0.851318,-0.427490,0.383545,0
1250,252089640,0.999720485121024,0.000158,0.022805,0.006234,0.366997,-0.043579,0.099458,-0.863770,-0.420898,0.352295,0
1251,252106307,0.999463974819200,0.007437,0.031204,0.006539,0.385621,-0.022704,0.122846,-0.885498,-0.407227,0.317871,0
1252,252122974,0.999331300286756,0.011170,0.034410,0.005305,0.370539,0.007397,0.080038,-0.901611,-0.395264,0.269043,0
1253,252139641,0.999192871060389,0.011992,0.038191,0.003350,0.358739,0.038607,0.056232,-0.917725,-0.385986,0.221436,0
1254,252156308,0.999167329074183,0.004381,0.040559,0.000654,0.358376,0.042166,0.043998,-0.927002,-0.379639,0.159180,0
1255,252172975,0.999082870629938,0.004922,0.042467,-0.002391,0.271586,0.000777,0.010810,-0.932617,-0.383789,0.095459,0
1256,252189642,0.999080375389165,0.001792,0.042778,-0.002295,0.236391,0.038006,0.000301,-0.929199,-0.387451,0.023926,0
1257,252206309,0.999046630647240,-0.001053,0.043642,-0.000332,0.216030,0.028207,-0.020032,-0.921143,-0.395264,-0.046387,0
1258,252222976,0.999131375369492,0.000107,0.041657,0.001075,0.198840,-0.012255,-0.024056,-0.905273,-0.390137,-0.114014,0
1259,252239643,0.999204483518411,0.004221,0.039642,0.001050,0.137737,-0.037934,-0.083925,-0.890869,-0.391357,-0.173584,0
1260,252256310,0.999375188893084,0.009787,0.033962,-0.000150,0.083349,-0.063123,-0.134424,-0.870605,-0.394531,-0.224854,0
1261,252272977,0.999509466895653,0.018193,0.025084,-0.004543,0.047640,-0.053297,-0.187207,-0.846680,-0.412109,-0.256592,0
1262,252289644,0.999587045954649,0.020586,0.018268,-0.008261,-0.026433,-0.012587,-0.222949,-0.830322,-0.438721,-0.274902,0
1263,252306311,0.999706635255782,0.019109,0.010290,-0.010751,-0.087061,0.024921,-0.230919,-0.812500,-0.470947,-0.280273,0
1264,252322978,0.999847247893372,0.013706,0.001260,-0.010772,-0.110082,0.054847,-0.222589,-0.803223,-0.494141,-0.277832,0
1265,252339645,0.999897920330728,0.006964,-0.006822,-0.010446,-0.129508,0.062670,-0.206267,-0.800537,-0.512695,-0.261475,0
1266,252356312,0.999868479515678,-0.000248,-0.014503,-0.007255,-0.113193,0.038974,-0.196049,-0.802734,-0.523438,-0.247314,0
1267,252372979,0.999719118726776,-0.005427,-0.022640,-0.004436,-0.094750,-0.008655,-0.194433,-0.812500,-0.525146,-0.221924,0
1268,252389646,0.999485634568149,-0.013443,-0.029082,-0.001413,-0.039958,-0.045092,-0.173799,-0.831543,-0.516357,-0.190674,0
1269,252406313,0.999284510415071,-0.013872,-0.035173,-0.000939,0.024801,-0.131381,-0.175554,-0.850586,-0.504395,-0.151855,0
1270,252422980,0.999156531265772,-0.001840,-0.040996,-0.001486,0.083958,-0.117245,-0.112087,-0.869385,-0.501709,-0.096191,0
1271,252439647,0.999301460672445,0.007010,-0.036323,-0.005299,0.266573,-0.118186,0.007152,-0.884277,-0.500488,-0.031006,0
1272,252456314,0.999750102703633,0.018104,-0.006863,-0.011176,0.481288,-0.062131,0.110795,-0.880371,-0.518066,0.006836,0
1273,252472981,0.999374214162351,0.031108,0.014741,-0.008135,0.608056,0.022296,0.276648,-0.864014,-0.532227,0.010742,0
1274,252489648,0.999231297133518,0.038462,0.006278,0.004248,0.361014,0.193357,0.554652,-0.857666,-0.537109,0.023682,0
1275,252506315,0.999351719635975,0.011364,-0.030281,0.015813,-0.064709,0.327129,0.525070,-0.874268,-0.518799,0.072998,0
1276,252522982,0.999441162378117,-0.009265,-0.029266,0.013230,0.106914,0.320331,0.326711,-0.889648,-0.497314,0.117188,0
1277,252539649,0.999343849416061,-0.033409,-0.012590,-0.006096,0.412431,0.445211,0.436467,-0.893066,-0.489502,0.123047,0
1278,252556316,0.998733237525088,-0.047891,-0.011796,-0.009961,0.260542,0.237934,0.350269,-0.887695,-0.505127,0.102783,0
1279,252572983,0.998456792872265,-0.051138,-0.020877,0.005753,0.220162,-0.072506,-0.011785,-0.892334,-0.498047,0.096191,0
1280,252589650,0.998713094283082,-0.050487,-0.004738,0.000868,0.182291,-0.198556,-0.184196,-0.903320,-0.488525,0.073730,0
1281,252606317,0.999846022315993,-0.017438,0.001955,0.000211,0.077609,-0.312618,-0.174122,-0.902832,-0.486328,0.052490,0
1282,252622984,0.999915684578229,0.004787,-0.011916,0.001931,0.189222,-0.342101,-0.130907,-0.904297,-0.481689,0.067383,0
1283,252639651,0.999512236028479,0.027675,-0.013147,0.006044,0.272084,-0.120008,-0.088591,-0.910400,-0.474854,0.102051,0
1284,252656318,0.999355245637144,0.032198,-0.014598,0.006266,0.204921,0.084831,-0.028320,-0.915283,-0.466309,0.143311,0
1285,252672985,0.999663155762530,0.021626,-0.013715,0.004217,0.157114,0.144741,0.018098,-0.916992,-0.455078,0.181641,0
1286,252689652,0.999893674859194,0.008417,-0.011798,0.001613,0.161418,0.091148,0.029223,-0.915039,-0.451904,0.207520,0
1287,252706319,0.999938895502922,0.000354,-0.010948,0.001487,0.166481,0.037569,0.026688,-0.916260,-0.446289,0.223877,0
1288,252722986,0.999945619672055,-0.004524,-0.009226,0.001782,0.156105,-0.009000,0.033103,-0.912354,-0.447021,0.236816,0
1289,252739653,0.999954271700217,-0.003458,-0.008754,0.001694,0.148608,-0.016057,0.046769,-0.917236,-0.443359,0.250244,0
1290,252756320,0.999960023832500,0.000253,-0.008711,0.002002,0.163519,-0.007835,0.052177,-0.915283,-0.440918,0.262695,0
1291,252772987,0.999946236432942,0.004513,-0.008889,0.002852,0.161588,0.008150,0.059277,-0.914551,-0.433838,0.277588,0
1292,252789654,0.999930556800508,0.006709,-0.009230,0.002947,0.156037,0.035516,0.066106,-0.914062,-0.429688,0.296631,0
1293,252806321,0.999949882892573,0.003693,-0.008944,0.002570,0.163665,0.054380,0.073517,-0.912598,-0.420654,0.311523,0
1294,252822988,0.999963608801089,-0.003095,-0.007632,0.002225,0.161979,0.023655,0.060580,-0.911133,-0.416992,0.320801,0
1295,252839655,0.999956059835202,-0.005359,-0.007379,0.002169,0.153880,-0.008320,0.045673,-0.914795,-0.414307,0.331787,0
1296,252856322,0.999944536875835,-0.006253,-0.008142,0.002353,0.167060,-0.010293,0.026853,-0.911865,-0.415283,0.338867,0
1297,252872989,0.999938567286251,-0.007247,-0.008127,0.002071,0.163750,-0.012802,0.017231,-0.907959,-0.412354,0.347656,0
1298,252889656,0.999942056524332,-0.006103,-0.008702,0.001708,0.162686,-0.028272,0.009249,-0.906006,-0.412598,0.357178,0
1299,252906323,0.999955727045924,-0.003456,-0.008603,0.001608,0.168358,-0.035229,0.003693,-0.904297,-0.416016,0.369141,0
1300,252922990,0.999962408498009,-0.000425,-0.008476,0.001778,0.162264,-0.022504,0.003872,-0.899902,-0.411377,0.380127,0
1301,252939657,0.999965267920207,-0.000173,-0.008159,0.001692,0.167849,-0.015202,0.000548,-0.897461,-0.405273,0.393555,0
1302,252956324,0.999969431111920,-0.001102,-0.007537,0.001766,0.168408,-0.004599,-0.002699,-0.896484,-0.404297,0.403076,0
1303,252972991,0.999970375357086,-0.003104,-0.006839,0.001687,0.165300,-0.000558,-0.010600,-0.890869,-0.402100,0.414307,0
1304,252989658,0.999966853167735,-0.004899,-0.006345,0.001423,0.163486,-0.006879,-0.023433,-0.890381,-0.402588,0.418457,0
1305,253006325,0.999965293377683,-0.005125,-0.006448,0.001252,0.160264,-0.008205,-0.023944,-0.886475,-0.401123,0.427246,0
1306,253022992,0.999961201526222,-0.005231,-0.007014,0.001016,0.165461,-0.017849,-0.032588,-0.882568,-0.404053,0.438232,0
1307,253039659,0.999966488710007,-0.003310,-0.007426,0.000961,0.165530,-0.015125,-0.036782,-0.881836,-0.403320,0.442383,0
1308,253056326,0.999970892698777,-0.001806,-0.007386,0.000638,0.159210,-0.011902,-0.038961,-0.877441,-0.405273,0.453857,0
1309,253072993,0.999972326418271,-0.000363,-0.007427,0.000244,0.157423,-0.020318,-0.045367,-0.872559,-0.405273,0.463623,0
1310,253089660,0.999968679786357,0.001789,-0.007709,0.000079,0.157511,-0.013512,-0.048606,-0.867920,-0.405029,0.475098,0
1311,253106327,0.999965815553446,0.002075,-0.008004,0.000012,0.157885,-0.000737,-0.047154,-0.864014,-0.402100,0.486084,0
1312,253122994,0.999966379174590,0.000242,-0.008195,0.000128,0.156159,-0.007306,-0.043457,-0.854736,-0.399414,0.501465,0
1313,253139661,0.999960634393864,-0.000951,-0.008821,0.000135,0.160409,-0.013841,-0.034826,-0.849121,-0.400879,0.510498,0
1314,253156328,0.999954553128778,-0.002080,-0.009302,0.000186,0.167097,-0.015091,-0.043240,-0.840332,-0.403076,0.525391,0
1315,253172995,0.999944301249335,-0.002426,-0.010261,0.000473,0.166312,-0.011621,-0.040589,-0.838379,-0.399170,0.531738,0
1316,253189662,0.999935576951281,-0.001761,-0.011203,0.000480,0.168041,-0.009137,-0.030251,-0.829346,-0.402588,0.548340,0
1317,253206329,0.999940715395933,-0.000539,-0.010870,0.000348,0.170232,-0.007646,-0.003582,-0.820312,-0.400391,0.561279,0
1318,253222996,0.999936272088545,0.000280,-0.011279,0.000410,0.166645,-0.010312,0.014978,-0.809570,-0.401123,0.579102,0
1319,253239663,0.999914733524763,0.000009,-0.013041,0.000679,0.164946,-0.003253,0.021655,-0.799072,-0.401123,0.595947,0
1320,253256330,0.999889541420916,-0.001080,-0.014754,0.001430,0.164667,-0.009149,0.008942,-0.786865,-0.397949,0.610107,0
1321,253272997,0.999897051583178,-0.000967,-0.014231,0.001555,0.174129,-0.010234,0.001654,-0.772949,-0.398438,0.630859,0
1322,253289664,0.999932743550294,-0.001816,-0.011380,0.001307,0.188994,-0.021480,-0.008692,-0.762451,-0.394775,0.643311,0
1323,253306331,0.999956967381540,-0.002579,-0.008842,0.001106,0.196910,-0.021196,-0.014155,-0.752686,-0.397705,0.655273,0
1324,253322998,0.999962966098263,-0.004105,-0.007456,0.001275,0.195849,-0.011920,-0.009685,-0.744385,-0.400635,0.660156,0
1325,253339665,0.999954472301448,-0.006453,-0.006882,0.001431,0.188907,-0.006540,0.004619,-0.738770,-0.403564,0.665771,0
1326,253356332,0.999954429220475,-0.008115,-0.004892,0.001163,0.198332,-0.005936,0.017095,-0.731445,-0.414307,0.668701,0
1327,253372999,0.999950453759290,-0.009658,-0.002303,0.000712,0.196394,-0.018887,0.035431,-0.730957,-0.417480,0.667236,0
1328,253389666,0.999954096295206,-0.009565,-0.000466,-0.000318,0.204669,-0.036942,0.042849,-0.729492,-0.428467,0.659424,0
1329,253406333,0.999952346868112,-0.009078,0.002889,-0.002133,0.218009,-0.025584,0.052651,-0.730469,-0.441895,0.654297,0
1330,253423000,0.999886945345124,-0.010485,0.009700,-0.004699,0.219078,-0.035273,0.091705,-0.733398,-0.456299,0.639404,0
1331,253439667,0.999692622577445,-0.014149,0.019313,-0.006440,0.211992,-0.043685,0.123991,-0.748535,-0.477295,0.611084,0
1332,253456334,0.999836502730912,-0.010532,0.013071,-0.006723,0.184174,-0.003008,0.030598,-0.756836,-0.497314,0.587402,0
1333,253473001,0.999873590285446,-0.006749,0.013123,-0.005919,0.225139,0.029698,0.076505,-0.765381,-0.512451,0.563477,0
1334,253489668,0.999876503205798,-0.010378,0.010757,-0.004854,0.219727,-0.000121,0.080316,-0.771240,-0.527344,0.541016,0
1335,253506335,0.999903938277003,-0.009874,0.009365,-0.002630,0.228079,-0.085724,0.017505,-0.772705,-0.541992,0.524658,0
1336,253523002,0.999921705196208,-0.002471,0.012215,0.001125,0.261500,-0.106783,-0.071205,-0.784180,-0.548096,0.505859,0
1337,253539669,0.999847042056516,0.004416,0.016462,0.003922,0.275518,-0.062908,-0.119005,-0.794189,-0.544678,0.484375,0
1338,253556336,0.999722133570419,0.009770,0.021060,0.004084,0.273794,-0.021792,-0.116608,-0.811523,-0.536865,0.468506,0
1339,253573003,0.999593114906117,0.013291,0.025086,0.002763,0.259626,-0.020199,-0.084123,-0.829346,-0.527588,0.447510,0
1340,253589670,0.999632032808765,0.012074,0.024056,0.003367,0.272879,-0.016268,-0.087594,-0.845215,-0.519531,0.424072,0
1341,253606337,0.999683504642984,0.007796,0.023207,0.005792,0.268941,-0.008968,-0.110479,-0.864014,-0.510254,0.396729,0
1342,253623004,0.999607290599971,0.012408,0.024183,0.006818,0.239846,-0.015498,-0.110323,-0.882812,-0.499268,0.366943,0
1343,253639671,0.999559360116802,0.013776,0.025531,0.006283,0.192570,-0.002855,-0.103173,-0.899658,-0.488037,0.343018,0
1344,253656338,0.999585228887891,0.012853,0.025059,0.006018,0.165386,0.013122,-0.098189,-0.922607,-0.475342,0.308594,0
1345,253673005,0.999620271473363,0.012047,0.024077,0.005873,0.151858,0.004112,-0.100798,-0.928711,-0.462402,0.281250,0
1346,253689672,0.999653024455079,0.012173,0.022622,0.005821,0.144273,0.007864,-0.097838,-0.946045,-0.455078,0.255371,0
1347,253706339,0.999681477023095,0.012290,0.021474,0.004975,0.121602,0.013019,-0.100841,-0.955566,-0.442627,0.225342,0
1348,253723006,0.999714427929545,0.012300,0.020150,0.003709,0.106940,0.018530,-0.098478,-0.965576,-0.439453,0.198486,0
1349,253739673,0.999767927987455,0.011618,0.018020,0.002099,0.079378,0.031987,-0.093866,-0.969238,-0.433105,0.176270,0
1350,253756340,0.999834540106198,0.009496,0.015426,0.001659,0.095778,0.035294,-0.102029,-0.971680,-0.431396,0.153809,0
1351,253773007,0.999863246253745,0.009002,0.013772,0.001665,0.075758,0.026616,-0.109178,-0.975830,-0.428223,0.133301,0
1352,253789674,0.999897161668212,0.009088,0.011019,0.001285,0.054845,0.027884,-0.103633,-0.976318,-0.424805,0.120361,0
1353,253806341,0.999958156640848,0.005684,0.007135,0.000677,0.050610,0.044374,-0.098298,-0.979980,-0.425049,0.105957,0
1354,253823008,0.999977975601699,-0.000982,0.006558,0.000277,0.079741,0.058379,-0.073901,-0.979004,-0.424072,0.099609,0
1355,253839675,0.999953925364958,-0.005095,0.008127,-0.000371,0.084694,0.028913,-0.043722,-0.981445,-0.425781,0.086670,0
1356,253856342,0.999949986613118,-0.002065,0.009781,-0.000312,0.107090,-0.006169,-0.007810,-0.976318,-0.424316,0.067139,0
1357,253873009,0.999938677541297,0.000920,0.011005,0.000831,0.122340,-0.025204,0.008069,-0.977783,-0.422607,0.050293,0
1358,253889676,0.999964601210451,0.001577,0.007863,0.002546,0.129850,-0.049462,0.037164,-0.976807,-0.425293,0.036865,0
1359,253906343,0.999959174171922,0.003664,0.005689,0.005989,0.168151,-0.065114,0.156286,-0.981445,-0.415039,0.028809,0
1360,253923010,0.999967440180909,-0.001632,0.004701,0.006353,0.182533,-0.022424,0.325165,-0.981934,-0.402588,0.021973,0
1361,253939677,0.999831192416011,-0.017194,-0.005750,0.002981,0.155496,0.030349,0.309301,-0.986084,-0.394775,0.016357,0
1362,253956344,0.999881948335572,-0.014392,-0.005252,-0.001167,0.185798,0.002583,0.234555,-0.988525,-0.389404,0.018799,0
1363,253973011,0.999987853541388,-0.004218,0.000670,-0.002460,0.156175,-0.024378,0.179869,-0.988525,-0.393311,0.017822,0
1364,253989678,0.999984746125332,0.000042,-0.003684,-0.004115,0.072997,-0.032568,0.156993,-0.986572,-0.400146,0.012939,0
1365,254006345,0.998996386363925,-0.010295,-0.043363,-0.004457,0.006501,-0.093595,-0.278623,-0.995117,-0.397705,0.070068,0
1366,254023012,0.999815568423809,0.012904,-0.013753,-0.003626,0.445722,0.032563,-0.069055,-0.992188,-0.413818,0.116455,0
1367,254039679,0.999469441313970,0.031714,0.007054,0.002305,0.248574,0.025864,0.174827,-0.998047,-0.408447,0.112793,0
1368,254056346,0.999387911979614,0.032185,-0.013708,-0.000197,0.196310,0.142576,0.131363,-0.996094,-0.406250,0.146240,0
1369,254073013,0.999710786870818,0.007007,-0.022983,0.001008,0.223715,0.218807,-0.044290,-0.995361,-0.403320,0.191895,0
1370,254089680,0.999587780247104,-0.027535,-0.007986,0.001527,0.197113,0.039675,-0.071731,-0.997070,-0.404053,0.199951,0
1371,254106347,0.999334786585387,-0.036305,-0.003348,0.000843,0.112967,-0.120793,-0.111118,-0.994385,-0.406738,0.186035,0
1372,254123014,0.999807920294385,-0.016919,-0.009805,0.001310,0.118317,-0.149458,-0.103235,-0.995850,-0.404785,0.184082,0
1373,254139681,0.999921269867253,-0.000730,-0.012516,0.000510,0.173953,-0.100419,-0.065824,-0.996582,-0.405029,0.205811,0
1374,254156348,0.999873339003345,0.008932,-0.013171,0.000211,0.190439,-0.051651,-0.038779,-0.989746,-0.403809,0.228271,0
1375,254173015,0.999803122930899,0.014311,-0.013701,0.001090,0.179002,-0.010251,-0.011934,-0.991455,-0.396973,0.260742,0
1376,254189682,0.999774112682706,0.016031,-0.013873,0.001505,0.155704,0.006187,0.007230,-0.988037,-0.390381,0.288574,0
1377,254206349,0.999841224015449,0.010528,-0.014285,0.001621,0.158723,0.055321,0.016235,-0.984375,-0.380615,0.317871,0
1378,254223016,0.999916691346549,-0.001453,-0.012772,0.001169,0.168270,0.067396,0.020014,-0.980713,-0.380371,0.339600,0
1379,254239683,0.999885096409939,-0.009417,-0.011870,0.000485,0.163793,0.026215,0.017114,-0.976807,-0.380615,0.357178,0
1380,254256350,0.999862916023154,-0.011401,-0.012001,0.000379,0.154518,-0.005300,0.015903,-0.971680,-0.385010,0.370117,0
1381,254273017,0.999853361995359,-0.010862,-0.013209,0.000898,0.145141,-0.012570,0.017356,-0.966309,-0.388916,0.385986,0
1382,254289684,0.999823780877899,-0.012091,-0.014191,0.002199,0.147659,-0.014931,0.028185,-0.955811,-0.391113,0.403320,0
1383,254306351,0.999762887355480,-0.010686,-0.018531,0.004071,0.137225,-0.022028,0.056658,-0.951904,-0.388916,0.427246,0
1384,254323018,0.999701232600822,-0.006796,-0.022969,0.004868,0.161264,-0.023602,0.027380,-0.941895,-0.385742,0.453613,0
1385,254339685,0.999843518374248,-0.004071,-0.016628,0.004458,0.191255,-0.025368,-0.012928,-0.931396,-0.385010,0.482422,0
1386,254356352,0.999908845054285,-0.002775,-0.012799,0.003283,0.172644,-0.042370,-0.011511,-0.923340,-0.379395,0.500000,0
1387,254373019,0.999877141048423,-0.001421,-0.015450,0.002233,0.159024,-0.043406,-0.012561,-0.911621,-0.375244,0.519775,0
1388,254389686,0.999875707018469,-0.001971,-0.015607,0.001051,0.165392,-0.022586,-0.025669,-0.902100,-0.372559,0.545654,0
1389,254406353,0.999910873184918,-0.003107,-0.012960,0.000790,0.165682,-0.020051,-0.013494,-0.892090,-0.374268,0.564697,0
1390,254423020,0.999916883193047,-0.003487,-0.012358,0.001161,0.159264,-0.023313,0.001956,-0.881836,-0.377197,0.579590,0
1391,254439687,0.999910337027421,-0.003882,-0.012694,0.001764,0.168822,-0.015226,0.010805,-0.872314,-0.376953,0.595947,0
1392,254456354,0.999912536118284,-0.005411,-0.011888,0.002079,0.177770,-0.013344,0.026981,-0.863037,-0.376465,0.607422,0
1393,254473021,0.999919346845276,-0.006942,-0.010469,0.001872,0.172498,-0.022293,0.045902,-0.853516,-0.377930,0.621338,0
1394,254489688,0.999916555226659,-0.008988,-0.009134,0.001633,0.179451,-0.019134,0.038857,-0.845703,-0.383789,0.628418,0
1395,254506355,0.999916598121637,-0.010175,-0.007746,0.001805,0.181225,-0.027565,0.011658,-0.836182,-0.388672,0.629395,0
1396,254523022,0.999945266048050,-0.008408,-0.006137,0.001049,0.196134,-0.042745,-0.003271,-0.828857,-0.396484,0.636719,0
1397,254539689,0.999957407241244,-0.008804,-0.002468,-0.001255,0.209171,-0.042024,0.006745,-0.825928,-0.401611,0.635254,0
1398,254556356,0.999947122677364,-0.009847,0.001507,-0.002552,0.216869,-0.039046,0.018488,-0.824951,-0.413574,0.628418,0
1399,254573023,0.999924363556940,-0.010362,0.005854,-0.003104,0.224988,-0.040034,0.040958,-0.827393,-0.426514,0.616455,0
